.github/workflows/ci.yml	modified	12	9
android/app/src/androidTest/java/com/ticketbox/data/repository/ExpenseCorrectionConnectedFixture.kt	modified	14	0
android/app/src/androidTest/java/com/ticketbox/data/repository/ExpenseSnapshotRoomContinuityTest.kt	added	257	0
android/app/src/androidTest/java/com/ticketbox/data/repository/PendingExpenseAdmissionRoomTest.kt	added	184	0
android/app/src/androidTest/java/com/ticketbox/data/repository/PendingExpenseCacheRoomTest.kt	added	209	0
android/app/src/androidTest/java/com/ticketbox/data/repository/PendingRejectUndoRoomTest.kt	added	133	0
android/app/src/androidTest/java/com/ticketbox/ui/navigation/BudgetFirstUseRouteTest.kt	modified	2	1
android/app/src/androidTest/java/com/ticketbox/ui/navigation/DataQualityConnectedHarness.kt	modified	5	1
android/app/src/androidTest/java/com/ticketbox/ui/navigation/ExpenseFxContinuationRouteTest.kt	added	225	0
android/app/src/androidTest/java/com/ticketbox/ui/navigation/FactEntryNavigationTest.kt	modified	10	0
android/app/src/androidTest/java/com/ticketbox/ui/navigation/HistoricalCorrectionRateRecoveryTest.kt	modified	1	1
android/app/src/androidTest/java/com/ticketbox/ui/navigation/ManualCreationRouteRoomTest.kt	modified	2	2
android/app/src/androidTest/java/com/ticketbox/ui/navigation/PlanningFinancialRefreshRouteTest.kt	modified	43	4
android/app/src/androidTest/java/com/ticketbox/ui/screens/pending/PendingViewerRowCtaTest.kt	modified	26	2
android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/BudgetGlobalRecoveryTest.kt	modified	1	1
android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/CategoryRuleGlobalRecoveryTest.kt	modified	1	1
android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/GoalGlobalRecoveryTest.kt	modified	1	1
android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/ManualExpenseSyncRetryConnectedTest.kt	modified	1	1
android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/RecurringGlobalRecoveryTest.kt	modified	1	1
android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/SyncStatusScreenConfirmTest.kt	modified	45	10
android/app/src/main/java/com/ticketbox/AppContainer.kt	modified	23	2
android/app/src/main/java/com/ticketbox/data/local/ExpenseDao.kt	modified	22	31
android/app/src/main/java/com/ticketbox/data/local/PendingMutationDao.kt	modified	3	3
android/app/src/main/java/com/ticketbox/data/local/PendingMutationType.kt	modified	2	0
android/app/src/main/java/com/ticketbox/data/remote/ApiClientBuilders.kt	modified	1	1
android/app/src/main/java/com/ticketbox/data/remote/api/ExpenseDetailApi.kt	modified	9	0
android/app/src/main/java/com/ticketbox/data/remote/api/ExpenseStateApi.kt	modified	3	12
android/app/src/main/java/com/ticketbox/data/remote/dto/BudgetDto.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/remote/dto/ErrorDto.kt	modified	1	1
android/app/src/main/java/com/ticketbox/data/remote/dto/ExchangeRateDto.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/remote/dto/ExpenseDto.kt	modified	2	0
android/app/src/main/java/com/ticketbox/data/remote/dto/IncomePlanDto.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/remote/dto/InsightsDto.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/remote/dto/ProjectionReferenceDto.kt	added	14	0
android/app/src/main/java/com/ticketbox/data/repository/BackgroundTaskMappers.kt	modified	1	1
android/app/src/main/java/com/ticketbox/data/repository/BudgetMappers.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/repository/ConfirmExpenseDispatcher.kt	modified	3	1
android/app/src/main/java/com/ticketbox/data/repository/CreateExpenseDispatcher.kt	modified	1	1
android/app/src/main/java/com/ticketbox/data/repository/ExpenseAcceptanceReceipt.kt	added	51	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseAcceptedPublication.kt	added	29	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseBackgroundTaskRepository.kt	modified	21	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseCorrectionPayload.kt	modified	1	6
android/app/src/main/java/com/ticketbox/data/repository/ExpenseCorrectionRepository.kt	modified	2	1
android/app/src/main/java/com/ticketbox/data/repository/ExpenseDetailRepository.kt	modified	8	149
android/app/src/main/java/com/ticketbox/data/repository/ExpenseEditActions.kt	modified	26	34
android/app/src/main/java/com/ticketbox/data/repository/ExpenseFactActions.kt	modified	2	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseMappers.kt	modified	2	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseOffsetDispatchers.kt	modified	6	4
android/app/src/main/java/com/ticketbox/data/repository/ExpenseOffsetRepository.kt	modified	8	45
android/app/src/main/java/com/ticketbox/data/repository/ExpensePendingRepository.kt	modified	104	384
android/app/src/main/java/com/ticketbox/data/repository/ExpenseRefreshRequirement.kt	added	70	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseRepository.kt	modified	43	35
android/app/src/main/java/com/ticketbox/data/repository/ExpenseRepositoryCore.kt	modified	37	51
android/app/src/main/java/com/ticketbox/data/repository/IncomePlanRepository.kt	modified	2	1
android/app/src/main/java/com/ticketbox/data/repository/LedgerRepository.kt	modified	1	1
android/app/src/main/java/com/ticketbox/data/repository/ManualExpenseCreationProjection.kt	modified	1	16
android/app/src/main/java/com/ticketbox/data/repository/MarkNotDuplicateDispatcher.kt	modified	3	1
android/app/src/main/java/com/ticketbox/data/repository/NetworkErrorHandler.kt	modified	1	1
android/app/src/main/java/com/ticketbox/data/repository/OutboxDrainEngine.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/repository/OutboxHttpError.kt	modified	1	0
android/app/src/main/java/com/ticketbox/data/repository/OutboxRepository.kt	modified	122	484
android/app/src/main/java/com/ticketbox/data/repository/OutboxRepositoryDrain.kt	added	82	0
android/app/src/main/java/com/ticketbox/data/repository/OutboxRepositoryRecovery.kt	added	47	0
android/app/src/main/java/com/ticketbox/data/repository/OutboxRepositoryStatus.kt	added	92	0
android/app/src/main/java/com/ticketbox/data/repository/PatchExpenseDispatcher.kt	modified	3	1
android/app/src/main/java/com/ticketbox/data/repository/PendingReviewActions.kt	modified	34	183
android/app/src/main/java/com/ticketbox/data/repository/RecognizeTextDispatcher.kt	modified	3	1
android/app/src/main/java/com/ticketbox/data/repository/RejectExpenseDispatcher.kt	modified	9	9
android/app/src/main/java/com/ticketbox/data/repository/RepositoryWiring.kt	modified	3	3
android/app/src/main/java/com/ticketbox/data/repository/RetryOcrDispatcher.kt	modified	3	1
android/app/src/main/java/com/ticketbox/data/repository/UndoExpenseDispatcher.kt	added	55	0
android/app/src/main/java/com/ticketbox/domain/model/Budget.kt	modified	1	0
android/app/src/main/java/com/ticketbox/domain/model/Expense.kt	modified	2	0
android/app/src/main/java/com/ticketbox/domain/model/ExpenseOffsetFacts.kt	modified	0	5
android/app/src/main/java/com/ticketbox/domain/model/PendingReviewAction.kt	modified	10	1
android/app/src/main/java/com/ticketbox/domain/model/Reports.kt	modified	2	0
