android/app/src/androidTest/java/com/ticketbox/data/repository/RecurringOccurrenceRoomContinuityTest.kt	modified	32	0
android/app/src/main/java/com/ticketbox/data/repository/ExpenseLedgerRepositoryActions.kt	modified	1	1
android/app/src/main/java/com/ticketbox/domain/model/Expense.kt	modified	2	0
android/app/src/main/java/com/ticketbox/ui/navigation/PlanNavigationRoutes.kt	modified	7	3
android/app/src/main/java/com/ticketbox/ui/navigation/RecurringOccurrenceRoute.kt	modified	53	1
android/app/src/main/java/com/ticketbox/ui/navigation/RecurringRoute.kt	modified	13	2
android/app/src/main/java/com/ticketbox/ui/screens/LedgerManualExpenseSheet.kt	modified	2	1
android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringOccurrenceSheet.kt	modified	11	0
android/app/src/main/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModel.kt	modified	15	3
android/app/src/main/java/com/ticketbox/viewmodel/RecurringPeriodPaymentSession.kt	added	122	0
android/app/src/main/res/values/strings_recurring_occurrence.xml	modified	1	0
android/app/src/test/java/com/ticketbox/ui/screens/recurring/RecurringPeriodPaymentSurfaceTest.kt	added	51	0
android/app/src/test/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModelTest.kt	modified	259	3
backend/app/routes/_web_expense_return_context.py	modified	63	3
backend/app/routes/web_expense_create.py	modified	28	0
backend/app/routes/web_expense_lifecycle.py	modified	3	7
backend/app/routes/web_recurring_occurrences.py	modified	13	1
backend/app/templates/web/expense_new.html	modified	4	1
backend/app/templates/web/recurring_occurrence.html	modified	7	0
backend/tests/test_web_period_payment_fx_link_journey.py	added	236	0
backend/tests/test_web_recurring_occurrences.py	modified	107	0
docs/architecture/openapi_contract.json	modified	95	0
